Nom de la borne de recharge,Nom du parc,Adresse,Niveau de recharge,Latitude,Longitude,Coût
CEA-10884,Laval - Centre d'exploration du Parc de la Rivière-des-Mille-Îles,"345 Boulevard Ste-Rose, Laval, QC, H7L 1M9",Level2,45.608343,-73.795985,"1,00 $ (CAD) de l'heure"
CEA-11181,Laval - Centre communautaire Lausanne,"1333 boul. Chomedey, bureau 601, Laval, QC, H7V 3Z4",Level2,45.618488,-73.719237,"1,00 $ (CAD) de l'heure"
CEB-10068,CDPQ - Gare Bois-Franc,"5465 boul. Henri-Bourassa Ouest, Saint-Laurent, QC, H4K 2E1",Level2,45.5223999,-73.71013641,"2,50 $ (CAD) par session"
CEA-11218,326 | BSR | RPP | 1550 Bélanger,"1550 rue Bélanger, Montréal, QC, H2G 1A8",Level2,45.545093,-73.6043,"1,00 $ (CAD) de l'heure"
CEA-11228,730 | BSR | CDN-NDG | 4268 Royal,"4268 Avenue Royal, Montréal, QC, H4A 2M5",Level2,45.471682,-73.625817,"1,00 $ (CAD) de l'heure"
CEA-11421,Université du Québec - Stationnement Odéon,"465 rue de la Chapelle, Québec, QC, G1K 6N4",Level2,46.814063,-71.221063,"1,00 $ (CAD) de l'heure"
CEC-00035,BRCC - St-Hubert - Laval,"3325 boul. St-Martin Ouest, Laval, QC, H7T 1S2",FastDC,45.556904,-73.74984,"10,00 $ (CAD) de l'heure"
CEA-10405,Hôtel Fermont,"299 rue Le Carrefour, Fermont, QC, G0G 1J0",Level2,52.79850336,-67.08560153,"2,50 $ (CAD) par session"
CEA-244,St-Hubert Express - Trois-Rivières,"475 Rue Vachon, Trois-Rivières, QC, G8T 8P6",Level2,46.371105,-72.554429,"1,00 $ (CAD) de l'heure"
CEA-10689,410 | BSR | MHM | 3150 Sainte-Catherine E,"3150 Rue Sainte-Catherine E, Montréal, QC, H1W 2C3",Level2,45.538602,-73.541466,"1,00 $ (CAD) de l'heure"
CEC-00127,BRCC – Stornoway,"585 Route 108 Est, Stornoway, QC, G0Y 1N0",FastDC,45.711389,-71.155972,"10,00 $ (CAD) de l'heure"
CEA-386,SHDM - Complexe Chaussegros-De-Léry,"330, rue Champ-de-Mars, Montréal, QC, H2Y 3Z3",Level2,45.509619,-73.55353,"2,50 $ (CAD) par session"
CEB-10016,Place des Arts,"1450 rue St-Urbain, Montréal, QC, H5B 1E4",Level2,45.50916672,-73.56594849,"2,50 $ (CAD) par session"
CEB-10175,St-Hubert - Châteauguay,"290 boul. D'Anjou, Châteauguay, QC, J6K 1C6",Level2,45.35860825,-73.71720886,"1,00 $ (CAD) de l'heure"
CEC-00059,BRCC - MRC Charlevoix - Baie St-Paul,"2 Chemin de l'Équerre, Baie St-Paul, QC, G3Z 2Y5",FastDC,47.449028,-70.52147,"10,00 $ (CAD) de l'heure"
CEA-10337,807 | BSR | SO | 2385 du Parc Garneau,"2385 Rue du Parc Garneau, Montréal, QC, H4E 2C2",Level2,45.455853,-73.594737,"1,00 $ (CAD) de l'heure"
CEA-10500,Ville de Saint-Rémi,"25 rue Saint-Sauveur, Saint-Rémi, QC, J0L 2L0",Level2,45.255652,-73.614556,"1,00 $ (CAD) de l'heure"
CEA-11213,734 | BSR | CDN-NDG | 5160 Decarie,"5160 Decarie, Montréal, QC, H3X 2H9",Level2,45.483925,-73.630404,"1,00 $ (CAD) de l'heure"
CEA-10950,725 | BSR | CDN-NDG | 7440 Décarie,"7440 Décarie, H4P 2N1, QC, H4A 3H9",Level2,45.494349,-73.65421,"1,00 $ (CAD) de l'heure"
CEA-10102,St-Hubert - Valleyfield,"1370 boul. Mgr. Langlois, Salaberry-de-Valleyfield, QC, J6S 1E3",Level2,45.2707372,-74.13148879,"1,00 $ (CAD) de l'heure"
CEA-10174,626 | BSR | VM | 2027 L'Espérance,"2030 Rue L'espérance, Montréal, QC, H2K 2N9",Level2,45.537758,-73.549702,"1,00 $ (CAD) de l'heure"
CEB-10049,METRO - Laval,"1100 boul. de l'Avenir, Laval, QC, H7N 6L2",Level2,45.562395,-73.724306,"1,00 $ (CAD) de l'heure"
CEA-087,FCR - Faubourg des Prairies,"12421 Boulevard Rodolphe, Montréal, QC, H1E 4T4",Level2,45.649299,-73.57813,"1,00 $ (CAD) de l'heure"
CEA-412,Shawinigan - Bibliothèque de St-Gérard-des-Laurent,"1375 chemin Principal, St-Gérard-des-Laurentides, QC, G9R 1E5",Level2,46.60242,-72.81368,"1,00 $ (CAD) de l'heure"
CEA-11129,234 | BSR | VSMPE | 6900 Parc,"6900 Av du Parc, Montréal, QC, H3N 1W9",Level2,45.529095,-73.618287,"1,00 $ (CAD) de l'heure"
CEA-10372,501 | BSR | PMR | 4492 rue Parth,"4492 rue Parthenais, Montréal, QC, H2H 2G5",Level2,45.536337,-73.571,"1,00 $ (CAD) de l'heure"
CEA-11467,328 | BSR | RPP | 440 Beaubien,"440 Beaubien, Montréal, QC, H2S 2P7",Level2,45.534569,-73.60441,"1,00 $ (CAD) de l'heure"
CEA-11334,Laval - Centre communautaire Sainte-Dorothée,"625, Sylvie , Laval, QC, H7X 2X2",Level2,45.527402,-73.802481,"1,00 $ (CAD) de l'heure"
CEA-10946,314 | BSR | RPP | 3561 Masson,"3561 Rue Masson, Montréal, QC, H1X 1S1",Level2,45.553956,-73.571797,"1,00 $ (CAD) de l'heure"
CEA-11244,828 | BSR | SO | 2190 Favard,"2190 Rue Favard, Montréal, QC, H3K 1Z8",Level2,45.475625,-73.557778,"1,00 $ (CAD) de l'heure"
CEA-10867,5600.com,"5656 Hochelaga, Montréal, QC, H1N 3L7",Level2,45.56898,-73.538266,"1,00 $ (CAD) de l'heure"
CEB-10136,Exo - Stationnement incitatif La Prairie,"avenue du Golf, La Prairie, QC, J5R 0G9",Level2,45.426124,-73.47998,"2,50 $ (CAD) par session"
CEA-11209,422 | BSR | MHM | 3090 Hochelaga,"3090 Rue Hochelaga, Montréal, QC, H1W 1G2",Level2,45.541194,-73.554759,"1,00 $ (CAD) de l'heure"
CEA-159,282 | BHR | VSMPE | 9235 Papineau : Stade de Soccer de Montréal,"9235 Avenue Papineau, Montréal, QC, H2M 2G5",Level2,45.562243,-73.63818,"2,50 $ (CAD) par session"
CEA-10876,315 | BSR | RPP | 2460 Dandurand,"2460 Dandurand, Montréal, QC, H2G 2A1",Level2,45.543958,-73.581129,"1,00 $ (CAD) de l'heure"
CEA-192,Boisbriand - Hôtel de Ville,"940 boul. de la Grande-Allée, Boisbriand, QC, J7G 2J7",Level2,45.61287097,-73.83849548,"1,00 $ (CAD) de l'heure"
CEC-00022,BRCC - Ville de Granby,"111, rue Denison E, Granby, QC, J2G 4C4",FastDC,45.395589,-72.712862,"10,00 $ (CAD) de l'heure"
CEA-10588,Les Espaces D'Amico Marcoux - Espace Notre-Dame,"111 30e rue, Notre-Dame-des-Pins, QC, G0M 1K0",Level2,46.184935,-70.708918,"1,00 $ (CAD) de l'heure"
CEA-10969,780 | BHR | CDN-NDG | 400 Monkland : Centre culturel de Notre-Dame-de-Grâce,"400 Monkland Ave, Montreal, QC, H4B 1H3",Level2,45.4650448,-73.6318377,"2,50 $ (CAD) par session"
CEA-10819,Ville de Longueuil – Hôtel de ville,"4250 chemin de la Savane, Longueuil, QC, J3Y 9G4",Level2,45.51359177,-73.43173981,"1,00 $ (CAD) de l'heure"
CEA-10366,203 | BSR | VSMPE | 7501 rue St-Denis,"7501 rue St-Denis, Montréal, QC, H2R 2E7",Level2,45.540232,-73.620191,"1,00 $ (CAD) de l'heure"
CEA-10384,302 | BSR | RPP | 253 Mozart,"253 rue Mozart E, Montréal, QC, H2S 1B5",Level2,45.535996,-73.613517,"1,00 $ (CAD) de l'heure"
CEA-258,Terrebonne - Édifice Claude Desjardins,"513 Montée Masson, Terrebonne, QC, J6W 2Z2",Level2,45.696333,-73.634571,"1,00 $ (CAD) de l'heure"
CEC-00104,BRCC - 5600.com,"5656 Hochelaga, Montréal, QC, H1N 3L7",FastDC,45.56898,-73.538266,"10,00 $ (CAD) de l'heure"
CEA-395,St-Alexandre - Pavillon des Loisirs,"440 rue Bernard, St-Alexandre, QC, J0J 1S0",Level2,45.240022,-73.12131,"2,50 $ (CAD) par session"
CEA-201,Québec - Bureau d'arrondissement 3,"1130 route de l'Église, Québec, QC, G1V 4X6",Level2,46.769405,-71.29352,"1,00 $ (CAD) de l'heure"
CEA-11208,634 | BSR | VM | 350 rue St-Hubert,"350 St-Hubert, Montréal, QC, H2L 0A4",Level2,45.512078,-73.550062,"1,00 $ (CAD) de l'heure"
CEA-11101,Bromont - Stationnement Compton,"30 chemin Compton, Bromont, QC, J2L 1A1",Level2,45.319398,-72.65637,"1,00 $ (CAD) de l'heure"
CEB-10026,UdS - Centre de Collaboration MiQro Innovation,"45 boul. de l'Aéroport, Bromont, QC, J2L 1S8",Level2,45.297966,-72.72625732,"2,50 $ (CAD) par session"
CEA-11143,Ville de Delson - Rue de l'Harmonie,"170 rue de l'Harmonie, Delson, QC, J5B 0A9",Level2,45.381766,-73.549664,"1,00 $ (CAD) de l'heure"
CEA-10994,1480 | BHR | SLA | 777 Marcel-Laurin : St-Laurent - Mairie,"777 boulevard Marcel-Laurin, Montréal, QC, H4M 2M7",Level2,45.50793393,-73.68261563,"2,50 $ (CAD) par session"
CEC-00158,BRCC - Aire de service du Point-du-Jour,"250 autoroute Félix-Leclerc, Lavaltrie, QC, J0K 2Z0",FastDC,45.889457,-73.35058,"10,00 $ (CAD) de l'heure"
CEA-241,CSRS - École St-Antoine,"16 Rue Church, Sherbrooke, QC, J1M 1S9",Level2,45.367676,-71.85889,"1,00 $ (CAD) de l'heure"
CEA-10658,310 | BSR | RPP | 7085 St-Laurent,"7085A St-Laurent, Montréal, QC, H2S 3E3",Level2,45.533914,-73.616473,"1,00 $ (CAD) de l'heure"
CEA-10537,819 | BSR | SO | 4039 Notre-Dame,"4039 Rue Notre-Dame Ouest , Montréal, QC, H4C 2S1",Level2,45.477515,-73.584979,"1,00 $ (CAD) de l'heure"
CEC-00089,BRCC - Ange-Gardien - Thai Express,"99 route 235, Ange-Gardien, QC, J0E 1E0",FastDC,45.365727,-72.933661,"10,00 $ (CAD) de l'heure"
CEA-10521,520 | BSR | PMR | 4604 Parc,"4604A ave du Parc , Montréal, QC, H2V 4E5",Level2,45.517256,-73.591151,"1,00 $ (CAD) de l'heure"
CEA-013,Ville de Rivière-du-Loup - Hôtel de Ville,"65 rue de l'Hôtel-de-Ville, Rivière-du-Loup, QC, G5R 3Y7",Level2,47.83609159,-69.53649108,"1,00 $ (CAD) de l'heure"
CEC-00151,BRCC - Saint-Félicien – Caisse Desjardins,"1297 boul. du Sacré Cœur, Saint-Félicien, QC, G8K 2P8",FastDC,48.655278,-72.4495,"10,00 $ (CAD) de l'heure"
CEA-10054,MTQ - Aire de service de Melbourne,"1035 Route 243, Melbourne, QC, J0B 2B0",Level2,45.63602,-72.144073,"1,00 $ (CAD) de l'heure"
CEA-11018,631 | BSR | VM | 1717 René-Levesque Est,"1717 Boulevard René-Lévesque E, Montréal, QC, H2L 2R8",Level2,45.521602,-73.55053,"1,00 $ (CAD) de l'heure"
CEA-11201,528 | BSR | PMR | 640 Prince-Arthur O,"640 Rue Prince Arthur O, Montréal, QC, H2X 1T9",Level2,45.507682,-73.578318,"1,00 $ (CAD) de l'heure"
CEC-00186,BRCC - Mascouche - Caisse Desjardins Le Manoir,"820 Montée Masson, Mascouche, QC, J7K 3B6",FastDC,45.74225,-73.610472,"10,00 $ (CAD) de l'heure"
CEA-389,Palais des Congrès de Montréal,"159 St-Antoine O, Montréal, QC, H2Z 1H2",Level2,45.505426,-73.561206,"2,50 $ (CAD) par session"
CEA-10584,518 | BSR | PMR | 5185 Parc,"5185A Parc, Montréal, QC, H2V 2G3",Level2,45.52069,-73.597331,"1,00 $ (CAD) de l'heure"
CEA-259,Relais des Navigateurs (Esso),"1070 route Marie-Victorin, Deschaillons-sur-Saint-Laurent, QC, G0S 1G0",Level2,46.55576633,-72.11747864,"2,50 $ (CAD) par session"
CEC-90008,DCFC - St-Hubert - Cornwall,"705 Brookdale Avenue, Cornwall, ON, K6J 5C6",FastDC,45.022218,-74.746758,"17,00 $ (CAD) de l'heure"
CEA-10410,St-Bruno - Centre Marcel-Dulude,"530 boul. Clairevue O., Saint-Bruno-de-Montarville, QC, J3V 6E1",Level2,45.520357,-73.36036,"1,00 $ (CAD) de l'heure"
CEC-00189,BRCC - Rawdon Shell,"3515 Rue Queen, Rawdon, QC, J0K 1S0",FastDC,46.039266,-73.702637,"10,00 $ (CAD) de l'heure"
CEA-11237,1601 | BSR | LAS | 6971 Louis-Hébert,"6971 Rue Louis Hébert, LaSalle, QC, H8N 3E9",Level2,45.44434,-73.609554,"1,00 $ (CAD) de l'heure"
CEA-10750,102 | BSR | AC | 1100 Fleury,"1100 rue Fleury, Montréal, QC, H2C 1P9",Level2,45.558804,-73.658655,"1,00 $ (CAD) de l'heure"
CEA-085,Ville de Blainville - Hôtel de Ville,"1009 rue de la Mairie, Blainville, QC, J7C 3C7",Level2,45.679232,-73.874683,"2,50 $ (CAD) par session"
CEC-00042,BRCC - La Belle Québécoise - Daveluyville,"1100 rue Principale, Daveluyville, QC, G0Z 1C0",FastDC,46.171793,-72.137503,"10,00 $ (CAD) de l'heure"
CEB-10018,ARTM - Terminus Radisson,"7250 rue Sherbrooke Est, Montréal, QC, H1N 1E7",Level2,45.58995026,-73.53677562,"2,50 $ (CAD) par session"
CEA-11177 ,Marché Val-Morin ,"6100, Morin , Val-Morin, QC, J0T 2R0",Level2,46.0068151,-74.1887027,"1,00 $ (CAD) de l'heure"
CEA-243,Bentall Kennedy - Tour KPMG,"600 Boulevard de Maisonneuve Ouest, Montréal, QC, H3A 0A3",Level2,45.504524,-73.5705,"2,50 $ (CAD) par session"
CEA-11292,1716 | BSR | VER | 4014 Wellington,"4014 Wellington St, Verdun, QC, H4G 1V3",Level2,45.463731,-73.566852,"1,00 $ (CAD) de l'heure"
CEA-10032,St-Hubert - Boisbriand,"2262 boul. du Faubourg, Boisbriand, QC, J7H 1S3",Level2,45.623506,-73.84773,"1,00 $ (CAD) de l'heure"
CEA-10651,321 | BSR | RPP | 6919 19e ave,"6919 19e ave, Montréal, QC, H1X 2T5",Level2,45.562636,-73.588902,"1,00 $ (CAD) de l'heure"
CEA-076,1580 | BHR | LAC | 3045 St-Joseph : École de Voile,"3045 boul. St-Joseph, Lachine, QC, H8S 4B7",Level2,45.4333445,-73.69102537,"2,50 $ (CAD) par session"
CEA-10862,311 | BSR | RPP | 19 St-Zotique O,"19 St-Zotique O, Montréal, QC, H2S 1N9",Level2,45.531561,-73.61254,"1,00 $ (CAD) de l'heure"
CEA-300,St-Hubert - Bromont,"8, boulevard de Bromont, suite 100, Bromont, QC, J2L 2K1",Level2,45.333962,-72.647894,"1,00 $ (CAD) de l'heure"
CEA-10081,Lévis - Complexe Pôle-Sud,"1190 rue de Courchevel, Lévis, QC, G6W 0M5",Level2,46.731446,-71.26335,"2,50 $ (CAD) par session"
CEA-11374,Municipalité de Saint-Fulgence,"253 Rue du Saguenay, St-Fulgence, QC, G0V 1S0",Level2,48.449521,-70.902314,"1,00 $ (CAD) de l'heure"
CEA-320,DeSerres - Québec,"1505 Boul. Lebourgneuf, Québec, QC, G2K 2G3",Level2,46.833596,-71.300901,"1,00 $ (CAD) de l'heure"
CEA-10427,Saint-Lambert - rue Elm - Stationnement public,"Rue Elm, Saint-Lambert, QC, J4P 3S9",Level2,45.501099,-73.51154,"1,00 $ (CAD) de l'heure"
CEC-00126,BRCC - Sainte-Émelie de l’Énergie,"480 rue Desrosiers, Sainte-Émélie-de-l'Énergie, QC, J0K 2K0",FastDC,46.323417,-73.642056,"10,00 $ (CAD) de l'heure"
CEA-10046,St-Hubert - Jonquière,"3657 boul. Harvey, Jonquiere, QC, G7X 3A9",Level2,48.411383,-71.23709,"1,00 $ (CAD) de l'heure"
CEC-90012,DCFC - Hawkesbury,"480 Main St E, Hawkesbury, ON, K6A 1A9",FastDC,45.610082,-74.603541,"17,00 $ (CAD) de l'heure"
CEA-10116,Contrecoeur - Hôtel de Ville,"5000 rue Marie-Victorin, Contrecoeur, QC, J0L 1C0",Level2,45.857484,-73.239587,"2,50 $ (CAD) par session"
CEB-10085,FCR - Carrefour St-Hubert,"5984 boul. Cousineau, St-Hubert, QC, J3Y 7R9",Level2,45.496417,-73.408265,"1,00 $ (CAD) de l'heure"
CEB-10153,FCR - Carrefour St-David Est,"2040 Blanche-Lamontagne, Beauport, QC, G1C 0H8",Level2,46.865435,-71.21259,"1,00 $ (CAD) de l'heure"
CEA-10828,809 | BSR | SO | 5505A Angers,"5505A rue Angers, Montréal, QC, H4E 1G5",Level2,45.462917,-73.584786,"1,00 $ (CAD) de l'heure"
CEA-10594,DGI - Complexe Desjardins,"1251 rue Jeanne-Mance, Montréal, QC, H2X 3Y2",Level2,45.507924,-73.56414,"1,00 $ (CAD) de l'heure"
CEA-10749,225 | BSR | VSMPE | 7352 Drolet,"7352A Drolet, Montréal, QC, H2R 2C4",Level2,45.538645,-73.618645,"1,00 $ (CAD) de l'heure"
CEA-10796,Sur Rue - Longueuil - 1985 Gaetan-Boucher,"1985 boul. Gaetan-Boucher, Longueuil, QC, J3Y 3R5",Level2,45.498734,-73.40605,"1,00 $ (CAD) de l'heure"
CEA-293,Rouyn-Noranda - Caisse Desjardins,"130 rue Perreault Est, Rouyn-Noranda, QC, J9X 3C4",Level2,48.237749,-79.01687,"2,50 $ (CAD) par session"
CEA-10259,CÉGEP de Matane,"616 Avenue St Rédempteur, Matane, QC, G4W 1L1",Level2,48.8414,-67.497521,"1,00 $ (CAD) de l'heure"
CEA-10996 ,1495 | BHR | SLA | 710 rue St-Germain,"710 rue St-Germain, Montréal, QC, H4L 3R6",Level2,45.511443,-73.676426,"2,50 $ (CAD) par session"
CEA-437,Laval - Hôtel de Ville,"1 place du Souvenir, Laval, QC, H7V 3Z4",Level2,45.551533,-73.7452,"1,00 $ (CAD) de l'heure"
CEC-00070,BRCC - Ange-Gardien - Thai Express,"99 route 235, Ange-Gardien, QC, J0E 1E0",FastDC,45.365727,-72.933661,"10,00 $ (CAD) de l'heure"
CEA-10112,1880 | BHR | PIRO | 13665 de Pierrefonds : Mairie de Pierrefonds-Rox,"13665 Boul. de Pierrefonds, Montréal, QC, H9A 2Z4",Level2,45.49547,-73.848823,"2,50 $ (CAD) par session"
CEA-10336,506 | BSR | PMR | 5004 St-Laurent : Parc Lahaie,"5004 Boul St-Laurent, Montréal, QC, H2T 1R7",Level2,45.522579,-73.591611,"1,00 $ (CAD) de l'heure"
CEA-10717,Municipalité de Notre-Dame-des-Bois - Stat. guiche,"25 rue principal ouest, Notre-Dame-des-Bois, QC, G0Y 1R0",Level2,45.394489,-71.07432,"1,00 $ (CAD) de l'heure"
CEA-11198 ,327 | BSR | RPP | 4485 D'orléans,"4485 D'orléans, Montréal, QC, H1X 2K2",Level2,45.554109,-73.559811,"1,00 $ (CAD) de l'heure"
CEA-10565,Sur rue - St-Basile-le-Grand - 57 Mtée Robert,"57 Montée Robert, St-Basile-le-Grand, QC, J3N 1L7",Level2,45.525768,-73.28557,"1,00 $ (CAD) de l'heure"
CEB-10081,CDPQ - Stationnement Deux-Montagnes,"400 boul. des Deux-Montagnes, Deux-Montagnes, QC, J7R 7C2",Level2,45.5448761,-73.91169739,"2,50 $ (CAD) par session"
CEA-240,DeSerres - St-Hubert,"4055 boulevard Taschereau, St-Hubert, QC, J4T 2G8",Level2,45.48616307,-73.46629603,"1,00 $ (CAD) de l'heure"
CEA-11214,1801 | BSR | PIRO | 10 du Centre Commercial,"10 Centre commercial, Montréal, QC, H8Y 2N9",Level2,45.509605,-73.806766,"2,50 $ (CAD) par session"
CEA-10481,Sur Rue - Musée du Granit,"14 boul. Notre-Dame O, Stanstead, QC, J0B 3E2",Level2,45.007796,-72.09709,"1,00 $ (CAD) de l'heure"
CEA-056,Ville de Trois-Pistoles - Aréna,"104 rue Roy, Trois-Pistoles, QC, G0L 4K0",Level2,48.12170906,-69.17601167,"2,50 $ (CAD) par session"
CEB-10193,Aéroport de Montréal - HotelParc SS2 (Marriott),"800 Place Leigh-Capreol, Dorval, QC, H4Y 0A4",Level2,45.45593138,-73.75234723,"2,50 $ (CAD) par session"
CEA-477,FCR - Carré Lucerne,"2386 chemin Lucerne, Mont-Royal, QC, H3R 2J8",Level2,45.506193,-73.66205,"1,00 $ (CAD) de l'heure"
CEA-10328,505 | BSR | PMR | 4231 St Laurent,"4321 boul. St-Laurent, Montréal, QC, H2W 1Z4",Level2,45.518205,-73.581949,"1,00 $ (CAD) de l'heure"
CEA-349,Princeville - Édifice Jean-Louis St-Hilaire,"25 rue St-Jacques Est, Princeville, QC, G6L 5C3",Level2,46.173094,-71.874854,"1,00 $ (CAD) de l'heure"
CEA-10095,Pointe-Claire - Centre Aquatique/Aréna Bob Birnie,"58 Av. Maywood, Pointe-Claire, QC, H9R 0A7",Level2,45.4498,-73.813858,"1,00 $ (CAD) de l'heure"
CEB-10189,Aéroport de Montréal - HotelParc SS2 (Marriott),"800 Place Leigh-Capreol, Dorval, QC, H4Y 0A4",Level2,45.45593138,-73.75234723,"2,50 $ (CAD) par session"
CEA-10891,Laval - Centre d'exploration du Parc de la Rivière-des-Mille-Îles,"345 Boulevard Ste-Rose, Laval, QC, H7L 1M9",Level2,45.608343,-73.795985,"1,00 $ (CAD) de l'heure"
CEA-10856,209 | BSR | VSMPE | 8074 St-Hubert,"8074 St-Hubert, Montréal, QC, H2R 2P3",Level2,45.546225,-73.626042,"1,00 $ (CAD) de l'heure"
CEB-10098,METRO - Mascouche,"875 Montée Masson, Mascouche, QC, J7K 3T3",Level2,45.74299828,-73.60782351,"1,00 $ (CAD) de l'heure"
CEA-037,SÉPAQ - Parc national du Lac-Témiscouata,"400 chemin de la vieille route, Squatec, QC, G0L 4H0",Level2,47.697097,-68.843822,"2,50 $ (CAD) par session"
CEC-00065,BRCC - Les Promenades Gatineau,"1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3",FastDC,45.475865,-75.693477,"10,00 $ (CAD) de l'heure"
CEB-10043,Ville de Sherbrooke - Marché de la Gare,"720 place de la Gare, Sherbrooke, QC, J1H 0E9",Level2,45.39749908,-71.89608765,"1,00 $ (CAD) de l'heure"
CEA-10398,Ville de St-Jérôme - Stationnement de la Gare (P9),"280 Rue Latour, Saint-Jérôme, QC, J7Z 2G7",Level2,45.776087,-73.999825,"1,00 $ (CAD) de l'heure"
CEC-00105,BRCC - Ville de Mont-Tremblant – Tourisme Mont-Tremblant,"5080 Montée Ryan, Mont-Tremblant, QC, J8E 2W5",FastDC,46.174908,-74.60324,"10,00 $ (CAD) de l'heure"
CEA-00471,CSRS - École la Maisonnée,"1500 boul. Mi-Vallon, Sherbrooke, QC, J1N 3Y5",Level2,45.382978,-71.98476,"1,00 $ (CAD) de l'heure"
CEA-10041,Québec - Amphithéâtre,"250-B boulevard Wilfrid-Hamel, Québec, QC, G1L 5A7",Level2,46.8277648,-71.25003562,"2,50 $ (CAD) par session"
CEA-90009,Curbside - Ottawa - Fallowfield Park and Ride,"3355 Fallowfield Rd, Ottawa, ON, K2J 5K9",Level2,45.3001144,-75.7328226,"4,00 $ (CAD) par session"
CEA-11138,1417 | BSR | SLA | 1505 Decelles,"1505 Rue Decelles, Saint-Laurent, QC, H4L 2E1",Level2,45.512711,-73.68071,"1,00 $ (CAD) de l'heure"
CEA-043,Hydro-Québec - St-Bruno,"650 boulevard Clairevue, St-Bruno, QC, J3V 6B4",Level2,45.51984218,-73.36601818,"2,50 $ (CAD) par session"
CEA-10904,323 | BSR | RPP | 1348 Jean-Talon,"1348 Jean-Talon, Montréal, QC, H2E 1S1",Level2,45.54519,-73.60918,"1,00 $ (CAD) de l'heure"
CEA-11112,Desjardins - CEF Boischatel,"5115 Avenue Royale, Boischatel, QC, G0A 1H0",Level2,46.89392,-71.14423,"1,00 $ (CAD) de l'heure"
CEB-10060,METRO - Laval,"1100 boul. de l'Avenir, Laval, QC, H7N 6L2",Level2,45.562395,-73.724306,"1,00 $ (CAD) de l'heure"
CEA-10631,CÉGEP de Granby,"235 Rue Saint-Jacques, Granby, QC, J2G 3N1",Level2,45.399479,-72.729227,"1,00 $ (CAD) de l'heure"
CEA-347,Noyan - Stat. du Parc MacCallum,"1274 chemin de la Petite-France, Noyan, QC, J0J 1B0",Level2,45.064303,-73.29843,"2,50 $ (CAD) par session"
CEA-009,Municipalité de Ste-Sophie,"2199 boul. Ste-Sophie, Ste-Sophie, QC, J5J 2P6",Level2,45.81919418,-73.89737137,"1,00 $ (CAD) de l'heure"
CEA-036,Société des casinos - Casino du Lac-Leamy,"1 boulevard du Casino, Gatineau, QC, J8Y 6W3",Level2,45.447472,-75.725022,"2,50 $ (CAD) par session"
CEA-449,Villeroy - Salle Firmin-Roy,"385 rue Principal, Villeroy, QC, G0S 3K0",Level2,46.387444,-71.87411,"1,00 $ (CAD) de l'heure"
CEA-10110,St-Hubert Express - Verdun,"4120 boul. Lasalle, Verdun, QC, H4G 2A5",Level2,45.46231663,-73.56290306,"1,00 $ (CAD) de l'heure"
CEA-11194,425 | BSR | MHM | 369 Contrecoeur ,"369 Rue de Contrecoeur, Montréal, QC, H1L 3Y4",Level2,45.609253,-73.510823,"1,00 $ (CAD) de l'heure"
CEA-10157,613 | BSR | VM | 1409 Mackay,"1428 rue Mackay, Montréal, QC, H3G 2H9",Level2,45.495977,-73.57747,"1,00 $ (CAD) de l'heure"
CEA-10239,MRC Témiscamingue - Ville de Temiscaminge,"190 rue Ketchen, Temiscaming, QC, J0Z 3R0",Level2,46.721271,-79.094784,"2,50 $ (CAD) par session"
CEA-10823,819 | BSR | SO | 4039 Notre-Dame,"4039 Rue Notre-Dame Ouest , Montréal, QC, H4C 2S1",Level2,45.477515,-73.584979,"1,00 $ (CAD) de l'heure"
CEC-90002,DCFC - Ottawa - Terry Fox Park’N Ride,"195 Roland Michener Dr, Kanata, ON, K2T 1G7",FastDC,45.308005,-75.909408,"17,00 $ (CAD) de l'heure"
CEA-10498 ,CÉGEP de Granby,"235 Rue Saint-Jacques, Granby, QC, J2G 3N1",Level2,45.399479,-72.729227,"1,00 $ (CAD) de l'heure"
CEA-10896,CDPQ - Gare de Sainte-Dorothée,"Avenue des Bois, Laval, QC, H7Y 2J2",Level2,45.524251,-73.861069,"2,50 $ (CAD) par session"
CEA-11010,Place Modesto-Zadra,"498 rue Saint-Laurent, Saint-Siméon, QC, G0T 1X0",Level2,47.837674,-69.881723,"1,00 $ (CAD) de l'heure"
CEB-10052,Exo - Gare Saint-Lambert,"101 rue Mercier, Saint-Lambert, QC, J4P 2M1",Level2,45.50039673,-73.50491333,"2,50 $ (CAD) par session"
CEC-00085,BRCC - Les Promenades Gatineau,"1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3",FastDC,45.47466,-75.69651,"10,00 $ (CAD) de l'heure"
CEA-490,St-Hubert - Cowansville,"1616 Rue du Sud, Cowansville, QC, J2K 0A9",Level2,45.191137,-72.75558,"1,00 $ (CAD) de l'heure"
CEA-10650,1708 | BSR | VER | 4265 Wellington,"4265A Wellington, Verdun, QC, H4G 2R5",Level2,45.461076,-73.567534,"1,00 $ (CAD) de l'heure"
CEC-00084,BRCC - Aire de service  - Rivière-Beaudette,"100 Autoroute 20, Rivière-Beaudette, QC, J0P 1R0",FastDC,45.212512,-74.338789,"10,00 $ (CAD) de l'heure"
CEA-10558,517 | BSR | PMR | 3660 Mentana,"3660 Mentana, Montréal, QC, H2L 1J1",Level2,45.521258,-73.567555,"1,00 $ (CAD) de l'heure"
