Nom de la borne de recharge,Nom du parc,Adresse,Niveau de recharge,Latitude,Longitude,Coût
CEA-074,1682 | BHR | LAS | 55 Dupras : Hôtel de Ville,"55, avenue Dupras , LaSalle, QC, H8R 4A8",Level2,45.428702,-73.661621,"2,50 $ (CAD) par session"
CEA-180,1182 | BHR | MN | 12000 Rolland : Aréna Henri-Bourassa,"12000 Boulevard Rolland, Montréal-Nord, QC, H1H 1M6",Level2,45.615812,-73.620915,"2,50 $ (CAD) par session"
CEA-10096,St-Sulpice - Hôtel de Ville,"1089 Rue Notre-Dame, Saint-Sulpice, QC, J5W 1G1",Level2,45.826816,-73.35541,"1,00 $ (CAD) de l'heure"
CEA-11416,Desjardins - St-Raymond  Ste-Catherine,"225 Avenue Saint-Maxime, Saint-Raymond, QC, G3L 3W2",Level2,46.89043,-71.83253,"1,00 $ (CAD) de l'heure"
CEA-10272,304 | BSR | RPP | 2705 Masson,"2705 Rue Masson , Montréal, QC, H1Y 1W6",Level2,45.546539,-73.57616,"1,00 $ (CAD) de l'heure"
CEB-10127,ARTM - Terminus Montarville,"220 boul. de Montarville, Boucherville, QC, J4B 1Z2",Level2,45.60066223,-73.45039368,"2,50 $ (CAD) par session"
CEA-10325 ,1703 | BSR | VER | 3683 Wellington,"3683 Rue Wellington, Verdun, QC, H4G 1V1",Level2,45.466928,-73.566715,"1,00 $ (CAD) de l'heure"
CEA-10150,616 | BSR | VM | 250 Président-Kennedy,"330 Avenue du Président-Kennedy, Montréal, QC, H2X 4C7",Level2,45.508211,-73.568974,"1,00 $ (CAD) de l'heure"
CEA-486,FCR - Provigo Carré Lucerne,"2386 chemin Lucerne, Mont-Royal, QC, H3R 2J8",Level2,45.506848,-73.66256,"1,00 $ (CAD) de l'heure"
CEA-10542,519 | BSR | PMR | 5465 St-Denis,"5465 rue St-Denis, Montréal, QC, H2J 4B7",Level2,45.529242,-73.594302,"1,00 $ (CAD) de l'heure"
CEA-341,MRC du Haut-Richelieu,"380 4e avenue, Saint-Jean-sur-Richelieu, QC, J2X 1W9",Level2,45.306833,-73.23268,"2,50 $ (CAD) par session"
CEA-10920,Laval - Terrasse du Souvenir,"1333 Boulevard Chomedey, Laval, QC, H7V 3Y1",Level2,45.550974,-73.7435,"1,00 $ (CAD) de l'heure"
CEA-11464,331 | BSR | RPP | 6679 Rue Garnier,"6679 Rue Garnier, Montréal, QC, H2G 3A2",Level2,45.5428645,-73.601371,"1,00 $ (CAD) de l'heure"
CEA-10170,Ville de Labelle - Bibliothèque,"7393 boulevard du Curé-Labelle, Labelle, QC, J0T 1H0",Level2,46.28030753,-74.73479953,"2,50 $ (CAD) par session"
CEA-11022,636 | BSR | VM | 2005 Ste-Catherine E,"2005 rue Ste-Catherine E, Montréal, QC, H2K 2H6",Level2,45.524189,-73.551029,"1,00 $ (CAD) de l'heure"
CEC-00149,BRCC - Sainte-Jeanne-d’Arc - Crevier,"418 Route 169, Sainte-Jeanne-d'Arc, QC, G0W 1E0",FastDC,48.857444,-72.099139,"10,00 $ (CAD) de l'heure"
CEA-10911,715 | BSR | CND-NDG | 3285 Lacombe,"3285 Lacombe, Montréal, QC, H3T 1L8",Level2,45.498543,-73.621772,"1,00 $ (CAD) de l'heure"
CEA-10632,Westmount - Rue Belmont Crescent,"Parc King George, Westmount, QC, H3Y 1Y4",Level2,45.484257,-73.60502,"1,00 $ (CAD) de l'heure"
CEA-110,Ville de Boucherville - Centre Multifonctionnel,"1075 Lionel-Daunais, Boucherville, QC, J4B 8N5",Level2,45.588807,-73.42835,"1,00 $ (CAD) de l'heure"
CEA-422,St-Hubert - Buckingham,"97 rue Georges, Gatineau, QC, J8M 1A2",Level2,45.552779,-75.43603,"1,00 $ (CAD) de l'heure"
CEA-10621,Le Westin Resort & Spa - Tremblant,"100 chemin de Kandahar, Mont-Tremblant, QC, J8E 1E2",Level2,46.212627,-74.586809,"1,00 $ (CAD) de l'heure"
CEA-10068,CÉGEP Marie-Victorin,"7000 Rue Marie-Victorin, Montréal, QC, H1G 2J6",Level2,45.618641,-73.604986,"2,50 $ (CAD) par session"
CEA-10078,605 | BSR | VM | 265 St-Antoine,"301 rue St-Antoine Ouest, Montréal, QC, H2Z 1H5",Level2,45.50378,-73.56002,"1,00 $ (CAD) de l'heure"
CEA-10296,405 | BSR | MHM | 2002 Leclaire,"2002 Rue Leclaire, Montréal, QC, H1V 2Z9",Level2,45.557123,-73.537115,"1,00 $ (CAD) de l'heure"
CEA-11148,SÉPAQ - Parc national du Mont-Orford - Plage Fraser,"6075, Route 220, Orford, QC, J1X 6L3",Level2,45.3905,-72.168194,"2,50 $ (CAD) par session"
CEC-00152,BRCC - Asbestos-Desjardins,"535, 1ere avenue, Asbestos, QC, J1T 3Y3",FastDC,45.770218,-71.927167,"10,00 $ (CAD) de l'heure"
CEA-10374,507 | BSR | PMR | 3528 Calixa-Lavallée : Parc Lafontaine,"3528 Avenue Calixa-Lavallée, Montréal, QC, H2L 2T6",Level2,45.524943,-73.565462,"1,00 $ (CAD) de l'heure"
CEC-00165,BRCC - Baie-Comeau-Stationnement Av. Chapais,"20 avenue Chapais, Baie-Comeau, QC, G5C 2S6",FastDC,49.220696,-68.154457,"10,00 $ (CAD) de l'heure"
CEA-113,1282 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,"7755 Rue Colbert, Montréal, QC, H1R 2B6",Level2,45.574105,-73.59573,"2,50 $ (CAD) par session"
CEA-10371,701 | BSR | CND-NDG | 3405 Grand Boulevard,"3405 Grand Boulevard, Montréal, QC, H4B 2X3",Level2,45.466805,-73.623583,"1,00 $ (CAD) de l'heure"
CEA-10812,RIO - Parc Olympique 2,"3200 Rue Viau , Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEC-00124,BRCC – Le Coq Rôti – L’Étape,"10002 Route 175, Stoneham-et-Tewkesbury, QC, G3C 2N9",FastDC,47.560204,-71.23043,"10,00 $ (CAD) de l'heure"
CEC-00143,BRCC - Ville de Laval - Complexe Sportif Guimond,"4355 Autoroute 440, Laval, QC, H7P 4W6",FastDC,45.562809,-73.783049,"10,00 $ (CAD) de l'heure"
CEC-00053,BRCC - Ville de Mont-Tremblant,"455 rue de la Rivière, Mont-Tremblant, QC, J8E 3K6",FastDC,46.11851,-74.600437,"10,00 $ (CAD) de l'heure"
CEB-10061,Centre communautaire Gérald-Ouimet,"15 Rue Émard, Lac-du-Cerf, QC, J0W 1S1",Level2,46.30677,-75.503927,"1,00 $ (CAD) de l'heure"
CEA-11193,420 | BSR | MHM | 510 Joffre,"510 rue Joffre, Montréal, QC, H2T 1V7",Level2,46.790903,-71.287633,"1,00 $ (CAD) de l'heure"
CEA-10656,St-Jean-sur-Richelieu - Centre Fernand-Charest,"190 rue Laurier, Saint-Jean-sur-Richelieu, QC, J3B 2K3",Level2,45.30595019,-73.25709464,"1,00 $ (CAD) de l'heure"
CEA-11361,329 | BSR | RPP | 5918 24e Avenue,"5918 24e Avenue, Montréal, QC, H1T 3M3",Level2,45.562055,-73.573238,"1,00 $ (CAD) de l'heure"
CEA-10119,Hydro-Québec - Sherbrooke," 3275 Boulevard Industriel, Sherbrooke, QC, J1L 2E9",Level2,45.409788,-71.966424,"1,00 $ (CAD) de l'heure"
CEA-10733,813 | BSR | SO | 355 Ash,"355 Avenue Ash, Montréal, QC, H3K 2R2",Level2,45.478472,-73.553093,"1,00 $ (CAD) de l'heure"
CEA-103,1880 | BHR | PIRO | 13665 de Pierrefonds : Mairie de Pierrefonds-Rox,"13665 Boul. de Pierrefonds, Montréal, QC, H9A 2Z4",Level2,45.49547,-73.848823,"2,50 $ (CAD) par session"
CEA-10795,228 | BSR | VSMPE | 405 Guizot,"405 Rue Guizot E, Montréal, QC, H2P 1M8",Level2,45.543788,-73.632248,"1,00 $ (CAD) de l'heure"
CEA-10280,401 | BSR | MHM | 4119 Ontario Est,"4119 Rue Ontario E, Montréal, QC, H1V 1J7",Level2,45.55096,-73.540898,"1,00 $ (CAD) de l'heure"
CEA-10539,724 | BSR | CDN-NDG | 2940 Côte Ste-Catherine,"2940 Côte Ste-Catherine, Montréal, QC, H3S 2C2",Level2,45.504899,-73.621948,"1,00 $ (CAD) de l'heure"
CEA-023,CÉGEP de St-Hyacinthe,"3000 avenue Boullé, Saint-Hyacinthe, QC, J2S 1H9",Level2,45.61841556,-72.97414497,"2,50 $ (CAD) par session"
CEA-11227,729 | BSR | CDN-NDG | 2405 Cote Ste-Catherine,"2405 Chemin de la Côte-Sainte-Catherine, Montréal, QC, H3T 1A8",Level2,45.508874,-73.61836,"1,00 $ (CAD) de l'heure"
CEA-063,381 | BHR | RPP | 1401 Sherbrooke E : Jardin Botanique - Espace pour la vie,"4101 rue Sherbrooke Est, Montréal, QC, H1X 2B2",Level2,45.556685,-73.55532,"2,50 $ (CAD) par session"
CEA-10605,816 | BSR | SO | 1660 Centre,"1660A Centre, Montréal, QC, H3K 1G4",Level2,45.484356,-73.559822,"1,00 $ (CAD) de l'heure"
CEA-10060,St-Hubert - Baie-Comeau,"1149 boul. Blanche, Baie-Comeau, QC, G5C 2C6",Level2,49.196302,-68.26221,"1,00 $ (CAD) de l'heure"
CEB-10120,Exo - Stationnement incitatif La Prairie,"avenue du Golf, La Prairie, QC, J5R 0G9",Level2,45.426124,-73.47998,"2,50 $ (CAD) par session"
CEA-084,SÉPAQ - Parc national de la Yamaska,"1780 boul. David Bouchard, Roxton Pond, QC, J0E 1Z0",Level2,45.42826,-72.61645,"2,50 $ (CAD) par session"
CEA-10774,Desjardins - La Nouvelle-Beauce,"275 Ave. Marguerite-Bourgeoys, Sainte-Marie, QC, G6E 3Y9",Level2,46.4382,-71.022,"1,00 $ (CAD) de l'heure"
CEA-10897,Waterloo - 5491 rue Foster,"5491 Rue Foster, Waterloo, QC, J0E 2N0",Level2,45.3475,-72.5172,"1,00 $ (CAD) de l'heure"
CEC-00030,BRCC - Corporation sentier des caps,"2 rue Leclerc, St-Tite-des-Caps, QC, G0A 4J0",FastDC,47.140823,-70.769299,"10,00 $ (CAD) de l'heure"
CEA-052,FCR - Centre d'achats Ville Mont-Royal,"2300 chemin Lucerne, Ville Mont-Royal, QC, H3R 2J8",Level2,45.507103,-73.66129,"1,00 $ (CAD) de l'heure"
CEB-10057,Réno-Dépôt - Laval,"1505 boul. Le Corbusier, Laval, QC, H7S 1Z3",Level2,45.56156921,-73.7268219,"1,00 $ (CAD) de l'heure"
CEB-10110,Réno-Dépôt - Sainte-Foy,"3131 rue Blaise-Pascal, Ste-Foy, QC, G1X 4C1",Level2,46.77943996,-71.33149284,"1,00 $ (CAD) de l'heure"
CEA-10055,Ste-Anne-de-la-Pérade - SDE la Pérade,"230 rue Sainte-Anne, Sainte-Anne-de-la-Pérade, QC, G0X 2J0",Level2,46.57230449,-72.20518914,"2,50 $ (CAD) par session"
CEA-10943,217 | BSR | VSMPE | 7877 Foucher,"7877 Foucher, Montréal, QC, H2R 2K8",Level2,45.544025,-73.624583,"1,00 $ (CAD) de l'heure"
CEA-217,781 | BHR | CDN-NDG | 4985 West-Hill : Parc de la Confédération,"4985 avenue West-Hill, Montréal, QC, H3X 1Z1",Level2,45.471627,-73.63802,"2,50 $ (CAD) par session"
CEA-10668,Rimouski Toyota,"409 Avenue Léonidas S, Rimouski, QC, G5M 1A1",Level2,48.453878,-68.49929,"1,00 $ (CAD) de l'heure"
CEA-11369,Municipalité de Saint-Antoine-de-L'Isle-aux-Grues,"233 Chemin du Roi, Saint-Antoine-de-L'Isle-aux-Grues, QC, G0R 1P0",Level2,47.088061,-70.542777,"1,00 $ (CAD) de l'heure"
CEA-10430,Lévis - Complexe 2 glaces Honco,"275 avenue Taniata, Lévis, QC, G6W 5M0",Level2,46.74860396,-71.23231688,"2,50 $ (CAD) par session"
CEC-00077,BRCC - Ville de Québec - Pointe-aux-Lièvres,"25 rue de la Pointe-aux-Lièvres, Quebec, QC, G1L 5B1",FastDC,46.821589,-71.237032,"10,00 $ (CAD) de l'heure"
CEA-10040,St-Hubert - Repentigny,"201 boul. Brien, Repentigny, QC, J6A 8L6",Level2,45.74774518,-73.46023389,"1,00 $ (CAD) de l'heure"
CEA-10653,217 | BSR | VSMPE | 7877 Foucher,"7877 Foucher, Montréal, QC, H2R 2K8",Level2,45.544025,-73.624583,"1,00 $ (CAD) de l'heure"
CEA-10923,1402 | BSR | SLA | 1807 Couvrette,"1807 Couvrette, Montréal, QC, H4L 4T7",Level2,45.52811,-73.68553,"2,50 $ (CAD) par session"
CEA-10322,402 | BSR | MHM | 8646 Hochelaga,"8646 Rue Hochelaga, Montréal, QC, H1L 2M4",Level2,45.600718,-73.519923,"1,00 $ (CAD) de l'heure"
CEA-10207,MRC Coaticook - East Hereford,"46 rue de l'Église, East Hereford, QC, J0B 1M0",Level2,45.07844,-71.50194,"1,00 $ (CAD) de l'heure"
CEA-10419,Ville de St-Jérôme - Stationnement de la Gare (P9),"280 Rue Latour, Saint-Jérôme, QC, J7Z 2G7",Level2,45.774675,-73.999749,"1,00 $ (CAD) de l'heure"
CEA-10759,1708 | BSR | VER | 4265 Wellington,"4265A Wellington, Verdun, QC, H4G 2R5",Level2,45.461076,-73.567534,"1,00 $ (CAD) de l'heure"
CEA-504,Dolbeau-Mistassini - Hôtel de Ville,"1100 boul. Wallberg, Dolbeau, QC, G8L 1G7",Level2,48.876852,-72.22587,"2,50 $ (CAD) par session"
CEA-11004,821 | BSR | SO | 6000 Laurendeau,"6000 rue Laurendeau, Montréal, QC, H4E 3X4",Level2,45.458143,-73.588273,"1,00 $ (CAD) de l'heure"
CEB-10137,METRO - Brossard,"2004 boul. de Rome, Brossard, QC, J4W 3M7",Level2,45.45658875,-73.46759796,"1,00 $ (CAD) de l'heure"
CEA-10562,Sur rue - St-Basile-le-Grand - 57 Mtée Robert,"57 Montée Robert, St-Basile-le-Grand, QC, J3N 1L7",Level2,45.525768,-73.28557,"1,00 $ (CAD) de l'heure"
CEA-10751,FCR - Carrefour du Plateau des Grives,"205-219 boul. du Plateau, Gatineau, QC, J9J 0N4",Level2,45.433485,-75.780537,"1,00 $ (CAD) de l'heure"
CEA-10722,Lambton - Stationnement Église St-Vital,"211 rue Principal, Lambton, QC, G0M 1H0",Level2,45.83834,-71.090484,"1,00 $ (CAD) de l'heure"
CEA-10663,703 | BSR | CDN-NDG | 5038 rue Sherbrooke O,"5038 Sherbrooke O, Montréal, QC, H4A 1S7",Level2,45.476487,-73.606153,"1,00 $ (CAD) de l'heure"
CEA-10203,Decarie Square,"6900 Boul. Décarie, Montréal, QC, H3X 2T8",Level2,45.490428,-73.650335,"1,00 $ (CAD) de l'heure"
CEA-10358,308 | BSR | RPP | 3211 Rachel E,"3211 Rachel E, Montréal, QC, H1W 1A3",Level2,45.545229,-73.561147,"1,00 $ (CAD) de l'heure"
CEC-00171,BRCC - Saint-Apollinaire - Shell,"390 rue Laurier, Saint-Apollinaire, QC, G0S 2E0",FastDC,46.617886,-71.514123,"10,00 $ (CAD) de l'heure"
CEA-208,1490 | BHR | SLA | 796 Ouimet : Stationnement Ouimet Sud,"796 Rue Ouimet , Montréal, QC, H4L 3P3",Level2,45.511326,-73.67707,"2,50 $ (CAD) par session"
CEA-11161,Repentigny - Complexe Sportif Gilles-Tremblay,"223 Rue Jacques Plante, Repentigny, QC, J5Y 0B4",Level2,45.789866,-73.412629,"1,00 $ (CAD) de l'heure"
CEA-10333,805 | BSR | SO | 1010 rue Charlevoix,"1010 rue Charlevoix, Montréal, QC, H3K 3G8",Level2,45.477045,-73.566929,"1,00 $ (CAD) de l'heure"
CEC-00201,BRCC - Stoneham-et-Tewkesbury - Les Halles de Stoneham,"2 Avenue Tewkesbury, Stoneham-et-Tewkesbury, QC, G3C 2K6",FastDC,46.98263,-71.36682,"10,00 $ (CAD) de l'heure"
CEC-00079,BRCC - Maison du citoyen ,"25 rue Laurier, Gatineau, QC, J8X 4C8",FastDC,45.427717,-75.71149,"10,00 $ (CAD) de l'heure"
CEA-10683,RIO - Parc Olympique 2,"3200 Rue Viau, Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEA-10163,623 | BSR | VM | 1436 Amherst,"1411 rue Amherst, Montréal, QC, H2L 2G2",Level2,45.51761881,-73.5575524,"1,00 $ (CAD) de l'heure"
CEA-481,CSRS - École Boisé-Fabi,"700 rue André-Mathieu, Sherbrooke, QC, J1N 0Z9",Level2,45.363776,-71.973366,"1,00 $ (CAD) de l'heure"
CEA-393,CÉGEP John Abbott College,"21275 rue Lakeshore, Sainte-Anne-de-Bellevue, QC, H9X 3L9",Level2,45.404823,-73.94195,"1,00 $ (CAD) de l'heure"
CEA-310,Zoo de Granby - Stationnement,"1050 boul. David-Bouchard Nord, Granby, QC, J2G 5P3",Level2,45.4202333,-72.7240667,"1,00 $ (CAD) de l'heure"
CEC-00136,BRCC - Ville de Laval - Aréna Yvon-Chartrand,"4100 Boulevard de la Concorde E, Laval, QC, H7E 2E3",FastDC,45.601742,-73.653815,"10,00 $ (CAD) de l'heure"
CEB-10161,CDPQ - Gare Roxboro-Pierrefonds,"11100 boul. Gouin Ouest, Montréal, QC, H8Y 1R5",Level2,45.51018906,-73.81121063,"2,50 $ (CAD) par session"
CEA-10617,CSRS - Centre administatif,"2955 boul. de L'Université, Sherbrooke, QC, J1K 2Y3",Level2,45.3797476,-71.9476534,"1,00 $ (CAD) de l'heure"
CEA-10935,818 | BSR | SO | 4523 St-Jacques,"4523 St-Jacques, Montréal, QC, H4C 1K3",Level2,45.475618,-73.591292,"1,00 $ (CAD) de l'heure"
CEA-10423,Collège de Bois-de-Boulogne,"10500 Avenue de Bois de Boulogne, Montréal, QC, H4N 1L4",Level2,45.536413,-73.67444,"1,00 $ (CAD) de l'heure"
CEA-11103,Bibliothèque de Bois-des-Filion,"60 36e Avenue, Ville de Bois-Des-Filion, QC, J6Z 2G6",Level2,45.667009,-73.756897,"1,00 $ (CAD) de l'heure"
CEA-10037,Québec - Centre Sportif Sainte-Foy,"930 Avenue Roland Beaudin, Québec, QC, G1V 4H8",Level2,46.77120096,-71.29915913,"1,00 $ (CAD) de l'heure"
CEA-11073,Desjardins - Cinq-Cantons,"535, rue Saint-Alphonse Saint-Bruno, Lac St-Jean, QC, G0W 2L0",Level2,48.47121,-71.65375,"1,00 $ (CAD) de l'heure"
CEA-010,FCR - Carrefour du Plateau des Grives,"205-219 boul. du Plateau, Gatineau, QC, J9J 0N4",Level2,45.433485,-75.780537,"1,00 $ (CAD) de l'heure"
CEC-00161,BRCC - Sept-iles - Bureau d'information touristique,"1401 Boulevard Laure, Sept-Îles, QC, G4R 4K1",FastDC,50.2438638,-66.3970337,"10,00 $ (CAD) de l'heure"
CEA-11134,230 | BSR | VSMPE | 7350 Garnier,"7350 Garnier, Montréal, QC, H2E 3A3",Level2,45.547512,-73.611812,"1,00 $ (CAD) de l'heure"
CEA-093,Ville de Magog - 375 rue Principale Ouest,"375 rue Principale Ouest, Magog, QC, J1X 2B1",Level2,45.26615685,-72.1529105,"1,00 $ (CAD) de l'heure"
CEA-10208,Coaticook - Pavillon des Arts et de la Culture,"116 rue Wellington, Coaticook, QC, J1A 2H6",Level2,45.133125,-71.803409,"1,00 $ (CAD) de l'heure"
CEA-10093,St-Donat - Place de l'Église,"473 rue Principale, Saint-Donat, QC, J0T 2C0",Level2,46.3183034,-74.22104225,"1,00 $ (CAD) de l'heure"
CEA-10679,Municipalité de Richmond,"800 rue Gouin, Richmond, QC, J0B 2H0",Level2,45.666163,-72.14623,"1,00 $ (CAD) de l'heure"
CEA-457,St-Hubert - Mont-Laurier,"1108 boul. Albany-Paquette, Mont-Laurier, QC, J9L 1M1",Level2,46.550916,-75.48121,"1,00 $ (CAD) de l'heure"
CEB-10112,Discount Boucherville,"1240 rue Volta, Boucherville, QC, J4B 7A2",Level2,45.56565094,-73.44409943,"1,00 $ (CAD) de l'heure"
CEA-10546,312 | BSR | RPP | 1315 Bellechasse,"1315 Bellechasse, Montréal, QC, H2G 1N8",Level2,45.538598,-73.596221,"1,00 $ (CAD) de l'heure"
CEC-00023,BRCC - St-Hubert - Ste-Agathe,"950 rue Principale, Ste-Agathe, QC, J8C 1L6",FastDC,46.043449,-74.266295,"10,00 $ (CAD) de l'heure"
CEA-10186,1491 | BHR | SLA | 2385 Thimens : Complexe Sportif St-Laurent,"2385 Boulevard Thimens, St-Laurent, QC, H4R 1T4",Level2,45.507344,-73.702415,"2,50 $ (CAD) par session"
CEA-269,602 | BSR | VM | 1245 St-Urbain,"rue St-Urbain & René-Lévesque, Montréal, QC, H2Z 1A4",Level2,45.507908,-73.56276,"1,00 $ (CAD) de l'heure"
CEA-252,Québec - Espace K,"250 boul. Wilfrid-Hamel, Espace K, Québec, QC, G1K 5A7",Level2,46.827007,-71.247085,"2,50 $ (CAD) par session"
CEA-430,St-Valentin - Stat. Municipal,"790 chemin de la 4e-Ligne, St-Valentin, QC, J0J 2E0",Level2,45.129177,-73.32552,"2,50 $ (CAD) par session"
CEB-10164,SÉPAQ - Parc national du Mont-Saint-Bruno,"330 chemin des 25 Est, St-Bruno de Montarville, QC, J3V 5G8",Level2,45.54660416,-73.34289551,"2,50 $ (CAD) par session"
CEA-372,Lacolle - Hôtel de Ville,"1 rue de l'Église Sud, Lacolle, QC, J0J 1J0",Level2,45.080798,-73.37346,"1,00 $ (CAD) de l'heure"
CEC-00009,BRCC - CAA Québec,"444 Rue Bouvier, Québec, QC, G2J 1E3",FastDC,46.83742972,-71.26925137,"10,00 $ (CAD) de l'heure"
CEC-00135,BRCC - Municipalité de Saint-Michel-des-Saints - Hôtel de Ville,"441 rue Brassard, Saint-Michel-des-Saints, QC, J0K 3B0",FastDC,46.676197,-73.917558,"10,00 $ (CAD) de l'heure"
CEA-494,Granby - Bureau d'accueil touristique de Granby,"111, rue Denison E, Granby, QC, J2G 4C4",Level2,45.395589,-72.712862,"1,00 $ (CAD) de l'heure"
CEB-10088,St-Hubert - Vaudreuil,"601 avenue Saint-Charles, Vaudreuil-Dorion, QC, J7V 8G4",Level2,45.407946,-74.033933,"1,00 $ (CAD) de l'heure"
CEA-10265,1701 | BSR | VER | 4214 Wellington,"4214 Rue Wellington, Verdun, QC, H4G 1W2",Level2,45.461833,-73.566813,"1,00 $ (CAD) de l'heure"
CEA-10953,1409 | BSR | SLA | 1677 Poirier,"1677 Poirier, Montréal, QC, H4L 1J2",Level2,45.51964,-73.697318,"1,00 $ (CAD) de l'heure"
CEA-10691,212 | BSR | VSMPE | 4085A Bélanger,"4085 rue Belanger, Montréal, QC, H1X 1B9",Level2,45.56475,-73.58761,"1,00 $ (CAD) de l'heure"
CEA-10249,Sur rue - OP - Les Promenades Gatineau,"1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3",Level2,45.475865,-75.693477,"1,00 $ (CAD) de l'heure"
CEA-399,Municipalité d'Inverness,"1799 Rue Dublin, Inervess, QC, G0S 1K0",Level2,46.260708,-71.522713,"2,50 $ (CAD) par session"
CEA-10754,1410 | BSR | SLA | 5645 Dessiant,"5645 Dessiant, Montréal, QC, H4S 1M1",Level2,45.49534,-73.748614,"1,00 $ (CAD) de l'heure"
CEA-11492,Ville de Lorraine,"33 boulevard De Gaulle, Lorraine, QC, J6Z 3W9",Level2,45.659745,-73.775687,"1,00 $ (CAD) de l'heure"
CEA-277,Candiac - Hôtel de Ville,"100 Bld Montcalm Nord, Candiac, QC, J5R 3L8",Level2,45.394712,-73.519088,"1,00 $ (CAD) de l'heure"
CEC-00090,BRCC - La Belle Québécoise - Daveluyville,"1100 rue Principale, Daveluyville, QC, G0Z 1C0",FastDC,46.171793,-72.137503,"10,00 $ (CAD) de l'heure"
CEC-00198,BRCC - Terrebonne - Caisse Desjardins de Terrebonne,"801 Boulevard des Seigneurs, Terrebonne, QC, J6W 1T5",FastDC,45.703514,-73.63914,"10,00 $ (CAD) de l'heure"
CEA-11019,327 | BSR | RPP | 4485 D'orléans,"4485 D'orléans, Montréal, QC, H1X 2K2",Level2,45.554109,-73.559811,"1,00 $ (CAD) de l'heure"
CEA-10459,Municipalité d'Ayer's Cliff,"150 rue Tyler, Ayer's Cliff, QC, J0B 1C0",Level2,45.168062,-72.03867,"1,00 $ (CAD) de l'heure"
CEB-10168,Exo - Gare Blainville,"38 boul. de la Seigneurie Est, Blainville, QC, J7C 3V5",Level2,45.67243576,-73.86502838,"2,50 $ (CAD) par session"
CEA-204,Québec - Bibliothèque Monique-Corriveau,"1100 Route de l'Église, Québec, QC, G1V 3V9",Level2,46.77048237,-71.29410656,"1,00 $ (CAD) de l'heure"
CEA-10499,Trois-Rivières - Stationnement du Technoparc ,"1055 avenue des Draveurs, Trois-Rivières, QC, G9A 0A9",Level2,46.35112,-72.539247,"1,00 $ (CAD) de l'heure"
CEA-10672,Municipalité de Saint-Fabien-de-Panet,"215, rue Nadeau, Saint-Fabien-de-Panet, QC, G0R 2J0",Level2,46.654751,-70.14496,"1,00 $ (CAD) de l'heure"
CEC-00203,BRCC - Contrecoeur - Restaurant Gueuleton,"4320 Route Marie-Victorin, Contrecoeur, QC, J0L 1C0",FastDC,45.849419,-73.247842,"10,00 $ (CAD) de l'heure"
CEA-11023,1901 | BSR | ISBG | 15795 Gouin Ouest,"15795 Gouin Ouest, Sainte-Geneviève, QC, H9H 1C5",Level2,45.482117,-73.869858,"2,50 $ (CAD) par session"
CEA-11304,227 | BSR | VSMPE | 7187 St-Hubert,"7187 St-Hubert, Montréal, QC, H2R 2N2",Level2,45.54103,-73.61374,"1,00 $ (CAD) de l'heure"
CEA-11282,Ville de Notre-Dame-des-Prairies,"225 Boulevard Antonio-Barrette, Notre-Dame-des-Prairies, QC, J6E 1E7",Level2,46.044323,-73.429849,"1,00 $ (CAD) de l'heure"
CEC-00196,BRCC - La Tuque - Bibliothèque Annie-St-Arneault,"575 rue Saint-Eugène, La Tuque, QC, G9X 2T5",FastDC,47.438477,-72.781229,"10,00 $ (CAD) de l'heure"
CEB-10119,CÉGEP de Sherbrooke - Pavillon 2,"375 rue du CÉGEP (Pavillon 2), Sherbrooke, QC, J1E 3K1",Level2,45.41038,-71.88432,"1,00 $ (CAD) de l'heure"
CEA-133,Université Laval - PEPS,"2300 rue de la Terrasse, Québec, QC, G1V 0A6",Level2,46.783926,-71.276673,"2,50 $ (CAD) par session"
CEA-11029,1405 | BSR | SLA | 4405 Bois Franc,"4405 Bois Franc, Montréal, QC, H4S 1A8",Level2,45.499975,-73.735495,"1,00 $ (CAD) de l'heure"
CEA-10512,Municipalite de Pohenegamook,"505 rue des Rédemptoriste, Pohénégamook, QC, G0L 1J0",Level2,47.46091,-69.22392,"1,00 $ (CAD) de l'heure"
CEA-10852,713 | BSR | CDN-NDG | 5468 Claranald,"5468 Claranald, Montréal, QC, H3X 2S7",Level2,45.483906,-73.637557,"1,00 $ (CAD) de l'heure"
CEA-047,Société des casinos - Casino de Montréal,"1 avenue du Casino, Montréal, QC, H3C 4W7",Level2,45.50621545,-73.52566344,"2,50 $ (CAD) par session"
CEA-10135,Collège LaSalle - Complexe du Fort,"1400 Du Fort, Montréal, QC, H3H 2T1",Level2,45.49146836,-73.58127204,"1,00 $ (CAD) de l'heure"
CEA-336,Contrecoeur - Centre sportif régional,"1555 rue des Saules, Contrecoeur, QC, J0L 1C0",Level2,45.85565099,-73.22697765,"2,50 $ (CAD) par session"
CEA-10420,Ville de St-Jérôme - Stationnement de la Gare (P9),"280 Rue Latour, Saint-Jérôme, QC, J7Z 2G7",Level2,45.774675,-73.999749,"1,00 $ (CAD) de l'heure"
