ETBL_ID,ADR_ID,ADR_GENRE_ID,ADR_GENRE_FR,ADR_GENRE_EN,ADR_PRINCIPALE,ADR_CIVIQUE,ADR_MUNICIPALITE,ADR_PROVINCE,ADR_PAYS,ADR_CODE_POSTAL,ADR_PNT_SERVC_FR,ADR_PNT_SERVC_EN,ADR_PNT_SERVC_DEFAUT,ADR_LATITUDE,ADR_LONGITUDE,ADR_COMMENT_FR,ADR_COMMENT_EN
390559877,390559977,209089734,Lieu de l'événement,Site of event,1,"2230, boul. du Jardin",Saint-Félicien,Québec,Canada,G8K2P8,Zoo sauvage de Saint-Félicien,Zoo sauvage de Saint-Félicien,1,48.682121,-72.509595,,
390594352,390594391,209089734,Lieu de l'événement,Site of event,1,"984, chemin du Grand-Ruisseau",Les Îles-de-la-Madeleine,Québec,Canada,G4T2L8,Centre Alfred Gallant,Centre Alfred Gallant,1,47.398097,-61.893146,,
390610317,390610499,7,Exploitation,Operations,1,"305, rue Principale",Upton,Québec,Canada,J0H2E0,,,1,45.6493,-72.694402,,
390653021,390653047,7,Exploitation,Operations,1,"2584, boul. Le Corbusier",Laval,Québec,Canada,H7S2K8,Escaparium Laval,Escaparium Laval,0,45.577568,-73.744914,,
390653021,500006782,7,Exploitation,Operations,1,"2064, route Transcanadienne",Dorval,Québec,Canada,H9P2N4,Escaparium Montreal,Escaparium Montreal,1,45.482271,-73.785479,,
390760397,390760516,7,Exploitation,Operations,1,"54, ch. de la Pointe",Baie-Saint-Paul,Québec,Canada,G3Z2B9,,,1,47.423832,-70.510916,,
390867525,390867613,209089734,Lieu de l'événement,Site of event,1,"2350, rue Bécancour",Lyster,Québec,Canada,G0S1V0,,,1,46.370377,-71.615912,,
391006942,391007406,7,Exploitation,Operations,1,Ch. Franceville,Hampden,Québec,Canada,,,,1,45.525246,-71.275139,,
391008187,391008931,7,Exploitation,Operations,1,rue Willard,East Angus,Québec,Canada,J0B1R0,Stationnement,Parking,1,45.475035,-71.653787,,
391046494,391046551,7,Exploitation,Operations,1,"90, rte 111 O.",Trécesson,Québec,Canada,J0Y2S0,,,1,48.631781,-78.394898,,
391167070,391167135,7,Exploitation,Operations,1,"340, ch. de Chertsey",Sainte-Marguerite-du-Lac-Masson,Québec,Canada,J0T1L0,,,1,46.044869,-74.014261,,
391453775,391454061,209089734,Lieu de l'événement,Site of event,1,"27, rue St-Jean-Baptiste",Chartierville,Québec,Canada,J0B1K0,,,1,45.299172,-71.2046,,
391706516,397014678,209089734,Lieu de l'événement,Site of event,1,"279, 23e rue Ouest",Venise-en-Québec,Québec,Canada,J0J2K0,,,1,45.08368,-73.159401,,
391802881,391803091,7,Exploitation,Operations,1,"2600, boul. Frontenac O.",Thetford Mines,Québec,Canada,G6H2C6,,,1,46.068931,-71.350319,,
391805537,391805621,7,Exploitation,Operations,1,Rue du quai,Petit-Saguenay,Québec,Canada,,,,1,48.224943,-70.093646,,
391806942,391807017,7,Exploitation,Operations,1,Chemin 32,Métabetchouan-Lac-à-la-Croix,Québec,Canada,G8G1A1,,,1,48.398095,-71.774282,,
391822861,,,,,,,,,,,,,,,,,
391826074,391826117,7,Exploitation,Operations,1,"6749, Rte 220",Orford,Québec,Canada,J1X6L3,,,1,45.388257,-72.197781,,
392127986,392128028,7,Exploitation,Operations,1,"5171, rue Président-Kennedy",Sherbrooke,Québec,Canada,J1N1H9,,,1,45.367505,-71.994494,,
392145729,392145801,7,Exploitation,Operations,1,"109, ch. du Lac Sud",Saint-Mathieu-de-Rioux,Québec,Canada,G0L3T0,,,1,48.159038,-69.010918,,
392152418,392152488,209089734,Lieu de l'événement,Site of event,1,"1600, Boul. du Plateau St-Joseph",Sherbrooke,Québec,Canada,J1L0C8,Centre de Foire de Sherbrooke,Centre de Foire de Sherbrooke,1,45.42172,-71.963142,,
392153100,392153123,209089734,Lieu de l'événement,Site of event,1,"240, rue Dessureault",Trois-Rivières,Québec,Canada,G8T9T9,Centre Alphonse-Desjardins,Centre Alphonse-Desjardins,1,46.378514,-72.527089,,
392225076,392225090,7,Exploitation,Operations,1,"186, Côte Lafleur",Saint-Jean-de-l'Île-d'Orléans,Québec,Canada,G0A3W0,,,1,46.905508,-70.934811,,
392241735,392241784,7,Exploitation,Operations,1,"190, rang du Chenal Tardif",Pierreville,Québec,Canada,J0G1J0,,,1,46.088491,-72.839331,,
392267926,,,,,,,,,,,,,,,,,
392283212,500005987,7,Exploitation,Operations,1,"3819, rue Principale",Dunham,Québec,Canada,J0E1M0,,,1,45.130295,-72.800409,,
392379089,500005950,7,Exploitation,Operations,1,"251, rue Sapinière Dorion O. app. 405",Québec,Québec,Canada,G1L1A5,,,1,46.836253,-71.257703,,
392401509,392401929,7,Exploitation,Operations,1,Rue Morin,Shawinigan,Québec,Canada,,,,1,46.692946,-72.738225,,
392645126,392645138,7,Exploitation,Operations,1,"210, ch. du Roi",Saint-Antoine-de-l'Isle-aux-Grues,Québec,Canada,G0R1P0,,,1,47.067772,-70.542997,,
392662318,392662338,7,Exploitation,Operations,1,"1189, ch. de la Carrière à Chaux",Duhamel-Ouest,Québec,Canada,J9V1G3,,,1,47.382181,-79.515586,,
392663773,392663965,7,Exploitation,Operations,1,"193, rue des Sables",Saint-Victor,Québec,Canada,G0M2B0,,,1,46.121537,-70.862197,,
392664601,392664658,7,Exploitation,Operations,1,"630, ch. des îles",Entrelacs,Québec,Canada,J0T2E0,,,1,46.106941,-74.049096,,
392677728,392677737,209089734,Lieu de l'événement,Site of event,1,"Rue Shimun, Québec G4R 5R5",Sept-Îles,Québec,Canada,,Vieux Poste de Sept-Îles,Vieux Poste de Sept-Îles,1,50.224477,-66.403059,Autre lieu &agrave; Sept-&Icirc;les,Other location in Sept-&Icirc;les
392679162,392679470,209089734,Lieu de l'événement,Site of event,1,"305, Rue Saint-Charles O.",Longueuil,Québec,Canada,J4H1E5,,,1,45.537088,-73.5117,,
392684095,392684127,209089734,Lieu de l'événement,Site of event,1,Rue Dufresne,Saint-Célestin,Québec,Canada,J0C1G0,,,1,46.21199,-72.431978,,
392804940,392805025,209089734,Lieu de l'événement,Site of event,1,"250, rue du Dépôt",Sherbrooke,Québec,Canada,J1H5G1,Centre des arts de la scène Jean-Besré,Centre des arts de la scène Jean-Besré,1,45.39772,-71.887714,Autres lieux &agrave; Sherbrooke,Other locations in Sherbrooke
393000737,,,,,,,,,,,,,,,,,
393186224,393186259,7,Exploitation,Operations,1,"1005, boul. de Port-Royal",Bécancour,Québec,Canada,G9H4Y2,,,1,46.295521,-72.544484,,
393200036,393200065,209089734,Lieu de l'événement,Site of event,1,"536, rue Principale",Saint-Donat,Québec,Canada,J0T2C0,,,1,46.31731,-74.219812,,
393200328,393200359,7,Exploitation,Operations,1,900 ch. du Domaine Guindon,Sainte-Agathe-des-Monts,Québec,Canada,J8C2Z8,,,1,46.073058,-74.309078,,
393398986,393399027,7,Exploitation,Operations,1,"2061, ch. Gascon",Terrebonne,Québec,Canada,J6X4H2,,,1,45.721351,-73.660694,,
393417749,393417775,7,Exploitation,Operations,1,"217, av. Belzile",Rimouski,Québec,Canada,G5L3C4,,,1,48.451528,-68.518729,,
393418088,393418118,7,Exploitation,Operations,1,"3955, rue de Rouen",Montréal,Québec,Canada,H1W1N4,,,1,45.550403,-73.545691,,
393452968,393452991,209089734,Lieu de l'événement,Site of event,1,"3417, Ch. des Coudriers",L'Isle-aux-Coudres,Québec,Canada,G0A3J0,Église Saint-Bernard,Église Saint-Bernard,1,47.420863,-70.380377,,
393705759,393705774,209089734,Lieu de l'événement,Site of event,1,"2000 Boulevard Montmorency,",Québec,Québec,Canada,G1J5E7,Domaine de Maizerets,Parc de l'Anse-à-Cartier,1,46.824561,-71.234534,,
393706071,393706096,209089734,Lieu de l'événement,Site of event,1,"755, rue Grande Allée Ouest",Québec,Québec,Canada,G1S1C1,Collège Mérici - Camp de base,Collège Mérici - Camp de base,1,46.795508,-71.232415,,
393794540,393794569,7,Exploitation,Operations,1,"1744, rue William Suite 109",Montréal,Québec,Canada,H3J1R4,,,1,45.487648,-73.566665,,
393828609,393828628,209089734,Lieu de l'événement,Site of event,1,"2000, Boul. du Beau Pré",Beaupré,Québec,Canada,G0A1E0,Mont Sainte-Anne,Mont Sainte-Anne,1,47.075208,-70.903187,,
393976316,393976342,7,Exploitation,Operations,1,"2150, rue Fabien",Saguenay,Québec,Canada,G7H8B8,,,1,48.39139,-71.076069,,
394069198,394069314,7,Exploitation,Operations,1,"1003, rte 139",Wickham,Québec,Canada,J0C1S0,,,1,45.766072,-72.490944,,
394087015,394087031,7,Exploitation,Operations,1,"3065, rue Peugeot",Laval,Québec,Canada,H7L5C4,,,1,45.588142,-73.746729,,
394093392,394093523,209089734,Lieu de l'événement,Site of event,1,295 rue Racine Est,Saguenay,Québec,Canada,G7H5G4,Promotion Saguenay,Promotion Saguenay,1,48.427771,-71.059318,Autres lieux &agrave; Saguenay,Others location in Saguenay
394093976,394094040,209089734,Lieu de l'événement,Site of event,1,"15, Avenue de Grand-Mère",Shawinigan,Québec,Canada,G9T2G1,Maison de la culture Francis-Brisson,Maison de la culture Francis-Brisson,1,46.620371,-72.68192,,
394184184,,,,,,,,,,,,,,,,,
394203842,394203863,7,Exploitation,Operations,1,"705, av. du Pont N.",Alma,Québec,Canada,G8B6T5,,,1,48.56144,-71.63945,,
394204370,394204443,7,Exploitation,Operations,1,"1860, boul. Valcartier",Saint-Gabriel-de-Valcartier,Québec,Canada,G0A4S0,,,1,46.942899,-71.47457,,
394241325,394241373,209089734,Lieu de l'événement,Site of event,1,"36, rue des Pins Est",Rivière-Bleue,Québec,Canada,G0L2B0,,,1,47.435051,-69.040916,,
394567615,394567635,7,Exploitation,Operations,1,"9520, boul. Leduc Suite 3",Brossard,Québec,Canada,J4Y0B3,Quartier DIX30,Quartier DIX30,1,45.444449,-73.433351,,
394588733,394588803,7,Exploitation,Operations,1,"1705, rue Roy",Sherbrooke,Québec,Canada,J1K1B5,,,1,45.3904,-71.91701,,
394740001,394740042,7,Exploitation,Operations,1,"4204, rue Bertrand Fabi",Sherbrooke,Québec,Canada,J1N3Y2,,,1,45.383532,-71.961952,,
394740230,394740251,7,Exploitation,Operations,1,"6478, boul. des Bois-Francs S.",Victoriaville,Québec,Canada,G6P5W9,,,1,46.048171,-71.932892,,
394833777,394833804,7,Exploitation,Operations,1,"1860, boul. Valcartier",Saint-Gabriel-de-Valcartier,Québec,Canada,G0A4S0,,,1,46.943384,-71.477546,,
394971575,394971745,7,Exploitation,Operations,1,"26, rue Pied-des-Pentes",Lac-Delage,Québec,Canada,G3C5A2,,,1,46.970839,-71.40385,,
394974641,394974694,7,Exploitation,Operations,1,"415, rue Tessier E.",Saint-Casimir,Québec,Canada,G0A3L0,,,1,46.657928,-72.136093,,
395086586,395526752,7,Exploitation,Operations,1,Parc Lépine,Sainte-Adèle,Québec,Canada,,,,1,45.935229,-74.122167,,
395102038,395525919,7,Exploitation,Operations,1,boul. de Sainte-Adèle,Sainte-Adèle,Québec,Canada,J8B1S2,,,1,45.951664,-74.132366,,
395412247,395412303,7,Exploitation,Operations,1,,Lévis,,,,,,1,46.7728,-71.1719,,
395441933,395441945,7,Exploitation,Operations,1,44 rue de Chamonix,Matapédia,Québec,Canada,G0J1V0,,,1,47.9728,-66.954451,,
395651168,395651185,7,Exploitation,Operations,1,"370, Montée Fortier",Mont-Tremblant,Québec,Canada,J8E2E8,,,1,46.106578,-74.641141,,
395669088,395669114,7,Exploitation,Operations,1,"3324, rte 161",Saint-Valère,Québec,Canada,G0P1M0,,,1,46.085729,-72.166934,,
395671311,395671323,7,Exploitation,Operations,1,"186, côte Lafleur",Saint-Jean-de-l'Île-d'Orléans,Québec,Canada,G0A3W0,,,1,46.905508,-70.934811,,
395773141,395773186,7,Exploitation,Operations,1,"2020, rue William",Montréal,Québec,Canada,H3J1R8,,,1,45.485647,-73.569159,,
395808880,395808899,7,Exploitation,Operations,0,"8505-A, boul. Taschereau",Brossard,Québec,Canada,J4Y1A4,,,1,45.444096,-73.470896,,
395930100,395930133,7,Exploitation,Operations,1,"305, rue Principale",Upton,Québec,Canada,J0H2E0,,,1,45.649327,-72.694493,,
395965459,395965491,209089734,Lieu de l'événement,Site of event,1,"2150, autoroute des Laurentides",Laval,Québec,Canada,H7T2T8,Cosmodôme,Cosmodôme,1,45.566987,-73.744058,,
396045850,396045900,7,Exploitation,Operations,1,"4605, rue Saint-Denis",Montréal,Québec,Canada,H2J2L4,Saint-Denis,Saint-Denis,1,45.524664,-73.584435,,
396079059,396079092,7,Exploitation,Operations,1,"2, rue Chenail",Shefford,Québec,Canada,J2M1M7,,,1,45.35477,-72.591395,,
396148579,396148607,7,Exploitation,Operations,1,"1139, rue St-Jean",Québec,Québec,Canada,G1R1S3,Rue Saint-Jean,Rue Saint-Jean,1,46.814074,-71.210177,,
396148579,500005562,7,Exploitation,Operations,1,"55, Sous-Le-Fort",Québec,Québec,Canada,G1K4G9,rue Sous-Le Fort,rue Sous-Le Fort,0,46.812465,-71.203426,,
396247329,396247358,7,Exploitation,Operations,1,"95-A, boul. des Entreprises",Boisbriand,Québec,Canada,J7G2T1,,,1,45.625523,-73.829436,,
396248293,396248325,7,Exploitation,Operations,1,"192-220, rue Saint-Louis",Saint-Jean-sur-Richelieu,Québec,Canada,J3B1Y1,,,1,45.312683,-73.261411,,
396423560,396423576,209089734,Lieu de l'événement,Site of event,1,"110, rue Notre-Dame O.",Montréal,Québec,Canada,H2Y1T1,,,1,45.504626,-73.556348,,
396488397,396488564,7,Exploitation,Operations,1,"460, ave Mondor",Saint-Hyacinthe,Québec,Canada,J2S5A7,,,1,45.624944,-72.94465,,
396489049,396489092,7,Exploitation,Operations,1,"4289, aut. des Laurentides",Laval,Québec,Canada,H7L5W5,,,1,45.5809,-73.771311,,
396505257,396505268,209089734,Lieu de l'événement,Site of event,1,,Québec,Québec,Canada,G1R2C4,,,1,46.804407,-71.224818,,
396507081,396507652,7,Exploitation,Operations,1,"5335, av. Casgrain",Montréal,Québec,Canada,H2T1X4,,,1,45.526303,-73.595251,,
396508324,396508394,209089734,Lieu de l'événement,Site of event,1,,Les Îles-de-la-Madeleine,Québec,Canada,G4T1C6,,,1,47.38178,-61.85828,,
396525197,,,,,,,,,,,,,,,,,
396608173,396608290,7,Exploitation,Operations,1,"2325, rue King O.",Sherbrooke,Québec,Canada,J1J2G2,Boutique Atmosphère,Boutique Atmosphère,1,45.398712,-71.929936,,
396625254,396626420,7,Exploitation,Operations,1,"3025, 8e rang",Saint-Calixte,Québec,Canada,J0K1Z0,Parc régional Montcalm,Montcalm Regional Park,1,45.984843,-73.859077,,
396641804,396641838,7,Exploitation,Operations,1,"1260, rue Sherbrooke O.",Montréal,Québec,Canada,H3G1H6,,,1,45.499901,-73.578278,,
396641966,396641983,7,Exploitation,Operations,1,"592, Montée des Paysans",Labelle,Québec,Canada,J0T1H0,,,1,46.300229,-74.761786,,
396730699,396730715,7,Exploitation,Operations,1,18 chemin Saxby Nord,Shefford,Québec,Canada,J2M0A6,,,1,45.382361,-72.632679,,
396733604,396733644,7,Exploitation,Operations,1,"9 montée Beausoleil, Lac des Loups",La Pêche,Québec,Canada,J0X3K0,,,1,45.685072,-76.204141,,
396852731,396852749,7,Exploitation,Operations,1,"2982, ch. du Plateau N.",Saguenay,Québec,Canada,G7B0G9,,,1,48.369048,-70.986428,,
396892439,398011462,207849054,Départ,Boarding point,1,"295, rue Racine E.",Saguenay,Québec,Canada,G7H5B7,Tour de Chicoutimi,Chicoutimi tour,1,48.427771,-71.059318,,
396892439,398011467,207849054,Départ,Boarding point,1,"900, rue Mars",Saguenay,Québec,Canada,G7B3N7,Tour de La Baie,La Baie tour,0,48.344303,-70.879553,,
396892439,398011469,207849054,Départ,Boarding point,1,"3919, boul. Harvey",Saguenay,Québec,Canada,G7X0L4,Tour de Jonquière,Jonquière tour,0,48.413375,-71.253599,,
396977162,500005776,7,Exploitation,Operations,1,"2365, ch. des Patriotes",Richelieu,Québec,Canada,J3L6M6,Tourisme Vallée du Richelieu,Tourisme Vallée du Richelieu,1,45.412062,-73.241582,,
396978441,396993142,7,Exploitation,Operations,1,"9501, av. Ryan",Dorval,Québec,Canada,H9P1A2,,,1,45.472231,-73.714508,,
397014225,397014300,7,Exploitation,Operations,1,"12800, boul. Henri-Fabre",Mirabel,Québec,Canada,J7N0A6,,,1,45.682492,-74.027268,,
397033975,397034054,7,Exploitation,Operations,1,"325, rang St-Jacques",Sainte-Christine-d'Auvergne,Québec,Canada,G0A1A0,,,1,46.847028,-71.94427,,
397122344,397122372,207849054,Départ,Boarding point,1,"1000, av. Melville",Shawinigan,Québec,Canada,G9N6T9,Cité de l'énergie,Cité de l'énergie,1,46.533826,-72.755386,,
397123273,397123300,207849054,Départ,Boarding point,0,,Salaberry-de-Valleyfield,Québec,Canada,,Parc Delpha-Sauvé,Parc Delpha-Sauvé,1,45.257523,-74.136777,,
397123462,397123503,207849054,Départ,Boarding point,0,Quai du parc Saint-Laurent,Repentigny,Québec,Canada,,,,1,45.726808,-73.456389,,
397123617,500003141,207849054,Départ,Boarding point,0,Quai Promenade,Sainte-Anne-de-Bellevue,Québec,Canada,,,,1,45.403506,-73.952772,,
397158262,,,,,,,,,,,,,,,,,
397178507,397178521,7,Exploitation,Operations,1,"100, place Juge-Desnoyers",Laval,Québec,Canada,H7G1A4,,,1,45.56003,-73.67677,,
397228998,397600224,7,Exploitation,Operations,1,"288, ch. Piopolis",Val-Racine,Québec,Canada,G0Y1E1,,,1,45.483752,-71.03152,,
397282541,397282553,7,Exploitation,Operations,1,"160, ch. Roy",Magog,Québec,Canada,J1X0N4,,,1,45.284482,-72.179094,,
397282708,397282724,7,Exploitation,Operations,1,"509, rue Du Sud",Cowansville,Québec,Canada,J2K2X9,,,1,45.203334,-72.746955,,
397282746,397282781,209089734,Lieu de l'événement,Site of event,1,"2600, Boul. de Mascouche",Mascouche,Québec,Canada,J7K4B8,Parc du Grand-Coteau,Parc du Grand-Coteau,1,45.743037,-73.620715,,
397370162,397370196,7,Exploitation,Operations,1,"117, ch. des Érables",Frelighsburg,Québec,Canada,J0J1C0,,,1,45.05481,-72.7128,,
397410020,397410033,7,Exploitation,Operations,1,"2740, 40e Avenue",Terrebonne,Québec,Canada,,,,1,45.69054,-73.695746,,
397410744,397410936,7,Exploitation,Operations,1,"3390, rte du Fleuve",Les Éboulements,Québec,Canada,G0A2M0,,,1,47.525372,-70.227524,,
397411041,397411085,7,Exploitation,Operations,1,"480, boul. Pabos",Chandler,Québec,Canada,G0C2H0,,,1,48.365516,-64.599741,,
397476128,397476153,207849054,Départ,Boarding point,1,"32, rue McGill",Montréal,Québec,Canada,H2Y4B5,Bistro-Brasserie Les Soeurs Grises,Bistro-Brasserie Les Soeurs Grises,1,45.498897,-73.55395,,
397478864,397478899,207849054,Départ,Boarding point,1,"1219, boul. Saint-Laurent",Montréal,Québec,Canada,H2X2S6,Taverne Midway,Taverne Midway,1,45.509769,-73.563224,,
397494777,397494796,7,Exploitation,Operations,1,"4500, Strobl",Dunham,Québec,Canada,J0E1M0,,,1,45.098793,-72.711491,,
397495025,397495059,7,Exploitation,Operations,1,"4500, Strobl",Dunham,Québec,Canada,J0E1M0,,,1,45.098937,-72.711781,,
397495331,,,,,,,,,,,,,,,,,
397512852,397512869,7,Exploitation,Operations,1,95 chemin Napoléon,Mont-Tremblant,Québec,Canada,J8E2G5,,,1,46.13687,-74.613778,,
397535635,397535656,7,Exploitation,Operations,1,"160, route 132",Nouvelle,Québec,Canada,G0C2E0,La Petite École,La Petite École,1,48.135053,-66.310066,,
397536167,397536185,7,Exploitation,Operations,1,"386, Avenue de Grand-Mère",Shawinigan,Québec,Canada,G9T2P8,,,1,46.616275,-72.689699,,
397604146,397604165,7,Exploitation,Operations,1,"12, ch. des Skieurs",Saint-Sauveur,Québec,Canada,J0R1R2,,,1,45.880887,-74.1794,,
397641764,397641978,7,Exploitation,Operations,1,"4119, boul. St-Laurent",Montréal,Québec,Canada,H2W1Y7,,,1,45.517688,-73.580671,,
397643061,397657837,7,Exploitation,Operations,1,"617, rue Simonds S.",Granby,Québec,Canada,J2J1C1,,,1,45.392217,-72.757642,,
397658431,397658462,209089734,Lieu de l'événement,Site of event,1,"300, Chemin du Plateau",Saint-Donat,Québec,Canada,G0K1L0,Parc du Mont-Comi,Parc du Mont-Comi,1,48.467248,-68.194429,,
397659945,397678749,7,Exploitation,Operations,1,"1500, rue Nobel, Local J",Boucherville,Québec,Canada,J4B5H3,,,1,45.568676,-73.417646,,
397661035,397661147,7,Exploitation,Operations,1,"750, 7e Rang",Saint-Félix-de-Kingsey,Québec,Canada,J0B2T0,,,1,45.810673,-72.184108,,
397661542,397661564,7,Exploitation,Operations,1,"3324, rte 161",Saint-Valère,Québec,Canada,G0P1M0,,,1,46.085729,-72.166934,,
397745635,500005331,209089734,Lieu de l'événement,Site of event,1,"2300, rue Holt",Montréal,Québec,Canada,H2G1Y4,"MaBrasserie, coop de solidarité brassicole","MaBrasserie, coop de solidarité brassicole",1,45.54363,-73.584503,Autres lieux &agrave; Montr&eacute;al,Others location in Montr&eacute;al
397748170,397748183,209089734,Lieu de l'événement,Site of event,1,"1000, Chemin des Voyageurs",Mont-Tremblant,Québec,Canada,J8E1T1,,,1,46.209805,-74.585298,,
397765586,397765657,7,Exploitation,Operations,1,"98, rue Wellington N.",Sherbrooke,Québec,Canada,J1H5B8,,,1,45.40296,-71.891276,,
397782536,397782549,209089734,Lieu de l'événement,Site of event,1,"217, rue Bedard",Thetford Mines,Québec,Canada,G6G8B3,,,1,46.101328,-71.306253,,
397802229,397802274,7,Exploitation,Operations,1,,,,,,Mont-Laurier,Mont-Laurier,1,46.549801,-75.498044,,
397802229,397802836,7,Exploitation,Operations,0,"300, boul. Albiny-Paquette",Mont-Laurier,Québec,Canada,J9L1J9,Bureau d'accueil touristique de Mont-Laurier,Bureau d'accueil touristique de Mont-Laurier,0,46.548591,-75.503485,,
397852552,397852567,7,Exploitation,Operations,1,"1060, rue Westmount",Ayer's Cliff,Québec,Canada,J0B1C0,,,1,45.173114,-72.039926,,
397886091,397886131,7,Exploitation,Operations,1,"1860, boul. Valcartier",Saint-Gabriel-de-Valcartier,Québec,Canada,G0A4S0,,,1,46.943384,-71.477546,,
397924955,397924977,209089734,Lieu de l'événement,Site of event,1,,Montréal,Québec,Canada,H2Y4B2,Grand Quai du Port de Montréal,Grand Quai du Port de Montréal,1,45.502759,-73.550711,,
398015119,398015142,7,Exploitation,Operations,1,"26, ch. du Quai",Les Îles-de-la-Madeleine,Québec,Canada,G4T5M1,,,1,47.391861,-61.790667,,
398030400,398030504,7,Exploitation,Operations,1,"307, rue Principale",Sainte-Cécile-de-Milton,Québec,Canada,J0E2C0,,,1,45.483042,-72.746578,,
398033641,398033661,7,Exploitation,Operations,1,"250, rang Point-du-Jour S.",Lavaltrie,Québec,Canada,J5T3P4,,,1,45.912618,-73.359163,,
398048797,398048985,7,Exploitation,Operations,1,"110, rg du Ruisseau-des-Frênes",La Malbaie,Québec,Canada,G5A2C8,,,1,47.657327,-70.299651,,
398051964,398052009,7,Exploitation,Operations,1,"252, Avenue Authier",Amos,Québec,Canada,J9T1W1,,,1,48.571123,-78.121453,,
500003035,500003079,7,Exploitation,Operations,1,"421, rue St-Vincent",Montréal,Québec,Canada,H2Y3A6,,,1,45.5073,-73.5534,,
500003037,500003081,7,Exploitation,Operations,1,"2600, av. Pierre-Dupuy",Montréal,Québec,Canada,H3C3R6,,,1,45.499877,-73.543727,,
500003040,500003085,7,Exploitation,Operations,1,"320, boul. Dion",Matane,Québec,Canada,G4W3M1,,,1,48.842676,-67.541853,,
500003046,500003090,7,Exploitation,Operations,0,"971, rue Galt E.",Sherbrooke,Québec,Canada,J1G1Y7,,,1,45.396321,-71.86708,,
500003073,500003144,7,Exploitation,Operations,1,"4300, boul. Bourque",Sherbrooke,Québec,Canada,J1N2A6,Cible,Cible,1,45.381812,-71.969438,,
500003085,500003167,7,Exploitation,Operations,1,"892, route 111 Est",Amos,Québec,Canada,J9T2K4,Tourisme Amos-Harricana,Tourisme Amos-Harricana,1,48.560407,-78.116945,,
500003095,500003173,7,Exploitation,Operations,1,"3880, rue Sainte-Catherine E.",Montréal,Québec,Canada,H1W2G4,,,1,45.546142,-73.53665,,
500003097,500003175,207849054,Départ,Boarding point,1,Kiosque Lorne sur la terrasse Dufferin,Québec,Québec,Canada,,,,1,46.811971,-71.20434,,
500003123,500003222,7,Exploitation,Operations,1,"8361, ave. Royale",Château-Richer,Québec,Canada,G0A1N0,,,1,46.979739,-71.008801,,
500003143,500003251,7,Exploitation,Operations,1,"505, 5e chemin",Métabetchouan-Lac-à-la-Croix,Québec,Canada,G8G1N8,,,1,48.480194,-71.795417,,
500003172,500003308,209089734,Lieu de l'événement,Site of event,1,"1480, Ch. Principal",Saint-Mathieu-du-Parc,Québec,Canada,G0X1N0,Duché de Bicolline,Duché de Bicolline,1,46.576232,-72.901949,,
500003196,500003334,7,Exploitation,Operations,1,"699, 9e Rue S.",Thetford Mines,Québec,Canada,G6G0G1,,,1,46.097304,-71.270573,,
500003197,500003333,7,Exploitation,Operations,1,"1245, ch. des Pères",Magog,Québec,Canada,J1X5R9,,,1,45.244846,-72.220276,,
500003198,500003335,7,Exploitation,Operations,1,"295, route Bellevue",Sainte-Anne-des-Monts,Québec,Canada,G4V2S5,,,1,49.111004,-66.513089,,
500003204,500003341,7,Exploitation,Operations,1,"654, rang St-François",Saint-Louis-de-Blandford,Québec,Canada,G0Z1B0,,,1,46.304121,-71.882007,,
500003206,500003343,7,Exploitation,Operations,1,"348, Point-du-jour S.",L'Assomption,Québec,Canada,J5W1H7,,,1,45.844562,-73.407105,,
500003209,500003346,7,Exploitation,Operations,1,"710, boul. des Seigneurs 2ième étage",Terrebonne,Québec,Canada,J6W1T6,,,1,45.702668,-73.637082,,
500003210,500003347,7,Exploitation,Operations,1,"41, rue du Banc",Gaspé,Québec,Canada,G4X5E3,,,1,48.995176,-64.38993,,
500003212,500003349,209089734,Lieu de l'événement,Site of event,1,"2345, rue Jarry E.",Montréal,Québec,Canada,H1Z4P3,Tohu (Cité des arts du cirque),Tohu (Cité des arts du cirque),1,45.55835,-73.61612,,
500003216,500003353,7,Exploitation,Operations,1,"35, ch. Fontaine",Potton,Québec,Canada,J0E1X0,,,1,45.138411,-72.378174,,
500003217,500003354,7,Exploitation,Operations,1,"1480, Rang 1 et 2 O.",Saint-Janvier-de-Joly,Québec,Canada,G0S1M0,,,1,46.446275,-71.658654,,
500003219,,,,,,,,,,,,,,,,,
500003220,500003355,7,Exploitation,Operations,1,"1377, rang St-Philippe",Saint-Anselme,Québec,Canada,G0R2N0,,,1,46.613815,-70.951363,,
500003222,500003357,7,Exploitation,Operations,1,"102, rang des Gagnon",Saint-Omer,Québec,Canada,G0R4R0,,,1,47.015753,-69.729056,,
500003258,500003424,7,Exploitation,Operations,1,"1238, rang Sainte-Anne",Métabetchouan-Lac-à-la-Croix,Québec,Canada,G8G1A2,,,1,48.456575,-71.801272,,
500003260,500003426,7,Exploitation,Operations,1,"154, rang Ste-Marie",Saint-Fulgence,Québec,Canada,G0V1S0,,,1,48.492044,-70.926468,,
500003261,500003427,7,Exploitation,Operations,1,"3457, rang St-Martin",Saguenay,Québec,Canada,G7H5A7,,,1,48.428273,-70.952806,,
500003262,500003428,7,Exploitation,Operations,1,9500 boul. Leduc,Brossard,Québec,Canada,J4Y0B3,,,1,45.443028,-73.435397,,
500003264,500003429,7,Exploitation,Operations,1,"585, boul. Renault",Beauceville,Québec,Canada,G5X1N2,,,1,46.209583,-70.77575,,
